id;name;city;country;iata;icao;tz
334;Berlin-Schönefeld Airport;Berlin;Germany;SXF;EDDB;Europe/Berlin
335;Dresden Airport;Dresden;Germany;DRS;EDDC;Europe/Berlin
336;Erfurt Airport;Erfurt;Germany;ERF;EDDE;Europe/Berlin
337;Frankfurt am Main Airport;Frankfurt;Germany;FRA;EDDF;Europe/Berlin
338;Münster Osnabrück Airport;Munster;Germany;FMO;EDDG;Europe/Berlin
339;Hamburg Airport;Hamburg;Germany;HAM;EDDH;Europe/Berlin
340;Berlin-Tempelhof International Airport;Berlin;Germany;THF;EDDI;Europe/Berlin
341;Cologne Bonn Airport;Cologne;Germany;CGN;EDDK;Europe/Berlin
342;Düsseldorf Airport;Duesseldorf;Germany;DUS;EDDL;Europe/Berlin
343;Munich Airport;Munich;Germany;MUC;EDDM;Europe/Berlin
344;Nuremberg Airport;Nuernberg;Germany;NUE;EDDN;Europe/Berlin
345;Leipzig/Halle Airport;Leipzig;Germany;LEJ;EDDP;Europe/Berlin
346;Saarbrücken Airport;Saarbruecken;Germany;SCN;EDDR;Europe/Berlin
347;Stuttgart Airport;Stuttgart;Germany;STR;EDDS;Europe/Berlin
348;Berlin-Tegel Airport;Berlin;Germany;TXL;EDDT;Europe/Berlin
349;Hannover Airport;Hannover;Germany;HAJ;EDDV;Europe/Berlin
350;Bremen Airport;Bremen;Germany;BRE;EDDW;Europe/Berlin
351;Frankfurt-Egelsbach Airport;Egelsbach;Germany;QEF;EDFE;Europe/Berlin
352;Frankfurt-Hahn Airport;Hahn;Germany;HHN;EDFH;Europe/Berlin
353;Mannheim-City Airport;Mannheim;Germany;MHG;EDFM;Europe/Berlin
354;Allendorf/Eder Airport;Allendorf;Germany;NULL;EDFQ;Europe/Berlin
355;Worms Airport;Worms;Germany;NULL;EDFV;Europe/Berlin
356;Mainz-Finthen Airport;Mainz;Germany;NULL;EDFZ;Europe/Berlin
357;Eisenach-Kindel Airport;Eisenach;Germany;EIB;EDGE;Europe/Berlin
358;Siegerland Airport;Siegerland;Germany;SGE;EDGS;Europe/Berlin
359;Hamburg-Finkenwerder Airport;Hamburg;Germany;XFW;EDHI;Europe/Berlin
360;Kiel-Holtenau Airport;Kiel;Germany;KEL;EDHK;Europe/Berlin
361;Lübeck Blankensee Airport;Luebeck;Germany;LBC;EDHL;Europe/Berlin
362;Flugplatz Dahlemer Binz;Dahlemer Binz;Germany;NULL;EDKV;Europe/Berlin
363;Meinerzhagen Airport;Meinerzhagen;Germany;NULL;EDKZ;Europe/Berlin
364;Arnsberg-Menden Airport;Arnsberg;Germany;NULL;EDLA;Europe/Berlin
365;Essen Mulheim Airport;Essen;Germany;ESS;EDLE;Europe/Berlin
366;Bielefeld Airport;Bielefeld;Germany;BFE;EDLI;Europe/Berlin
367;Mönchengladbach Airport;Moenchengladbach;Germany;MGL;EDLN;Europe/Berlin
368;Paderborn Lippstadt Airport;Paderborn;Germany;PAD;EDLP;Europe/Berlin
369;Stadtlohn-Vreden Airport;Stadtlohn;Germany;NULL;EDLS;Europe/Berlin
370;Dortmund Airport;Dortmund;Germany;DTM;EDLW;Europe/Berlin
371;Augsburg Airport;Augsburg;Germany;AGB;EDMA;Europe/Berlin
372;Biberach a.d. Riß Airfield;Biberach;Germany;NULL;EDMB;Europe/Berlin
373;Eggenfelden Airport;Eggenfelden;Germany;NULL;EDME;Europe/Berlin
374;Mindelheim-Mattsies Airfield;Mindelheim;Germany;NULL;EDMN;Europe/Berlin
375;Oberpfaffenhofen Airport;Oberpfaffenhofen;Germany;OBF;EDMO;Europe/Berlin
376;Straubing Airport;Straubing;Germany;RBM;EDMS;Europe/Berlin
377;Vilshofen Airport;Vilshofen;Germany;NULL;EDMV;Europe/Berlin
378;Leutkirch-Unterzeil Airport;Leutkirch;Germany;NULL;EDNL;Europe/Berlin
379;Friedrichshafen Airport;Friedrichshafen;Germany;FDH;EDNY;Europe/Berlin
380;Schwerin Parchim Airport;Parchim;Germany;SZW;EDOP;Europe/Berlin
381;Stendal-Borstel Airport;Stendal;Germany;NULL;EDOV;Europe/Berlin
382;Aalen-Heidenheim/Elchingen Airport;Aalen-heidenheim;Germany;NULL;EDPA;Europe/Berlin
383;Bayreuth Airport;Bayreuth;Germany;BYU;EDQD;Europe/Berlin
384;Burg Feuerstein Airport;Burg Feuerstein;Germany;URD;EDQE;Europe/Berlin
385;Hof-Plauen Airport;Hof;Germany;HOQ;EDQM;Europe/Berlin
386;Haßfurt-Schweinfurt Airport;Hassfurt;Germany;NULL;EDQT;Europe/Berlin
387;Koblenz-Winningen Airfield;Koblenz;Germany;NULL;EDRK;Europe/Berlin
388;Trier-Föhren Airport;Trier;Germany;NULL;EDRT;Europe/Berlin
389;Speyer Airfield;Speyer;Germany;NULL;EDRY;Europe/Berlin
390;Zweibrücken Airport;Zweibruecken;Germany;ZQW;EDRZ;Europe/Berlin
391;Donaueschingen-Villingen Airport;Donaueschingen;Germany;ZQL;EDTD;Europe/Berlin
392;Freiburg i. Br. Airport;Freiburg;Germany;NULL;EDTF;Europe/Berlin
393;Mengen-Hohentengen Airport;Mengen;Germany;NULL;EDTM;Europe/Berlin
394;Adolf Würth Airport;Schwaebisch Hall;Germany;NULL;EDTY;Europe/Berlin
395;Finsterwalde/Schacksdorf Airport;Soest;Germany;NULL;EDUS;Europe/Berlin
396;Braunschweig-Wolfsburg Airport;Braunschweig;Germany;BWE;EDVE;Europe/Berlin
397;Kassel-Calden Airport;Kassel;Germany;KSF;EDVK;Europe/Berlin
398;Hildesheim Airport;Hildesheim;Germany;NULL;EDVM;Europe/Berlin
399;Bremerhaven Airport;Bremerhaven;Germany;BRV;EDWB;Europe/Berlin
400;Emden Airport;Emden;Germany;EME;EDWE;Europe/Berlin
401;Leer-Papenburg Airport;Leer;Germany;NULL;EDWF;Europe/Berlin
402;Wilhelmshaven-Mariensiel Airport;Wilhelmshaven;Germany;WVN;EDWI;Europe/Berlin
403;Borkum Airport;Borkum;Germany;BMK;EDWR;Europe/Berlin
404;Norderney Airport;Norderney;Germany;NRD;EDWY;Europe/Berlin
405;Flensburg-Schäferhaus Airport;Flensburg;Germany;FLF;EDXF;Europe/Berlin
406;Rendsburg-Schachtholm Airport;Rendsburg;Germany;NULL;EDXR;Europe/Berlin
407;Westerland Sylt Airport;Westerland;Germany;GWT;EDXW;Europe/Berlin
408;Ämari Air Base;Armari Air Force Base;Estonia;NULL;EEEI;Europe/Tallinn
409;Kärdla Airport;Kardla;Estonia;KDL;EEKA;Europe/Tallinn
410;Kuressaare Airport;Kuressaare;Estonia;URE;EEKE;Europe/Tallinn
411;Pärnu Airport;Parnu;Estonia;EPU;EEPU;Europe/Tallinn
412;Lennart Meri Tallinn Airport;Tallinn-ulemiste International;Estonia;TLL;EETN;Europe/Tallinn
413;Tartu Airport;Tartu;Estonia;TAY;EETU;Europe/Tallinn
414;Enontekio Airport;Enontekio;Finland;ENF;EFET;Europe/Helsinki
415;Eura Airport;Eura;Finland;NULL;EFEU;Europe/Helsinki
416;Halli Airport;Halli;Finland;KEV;EFHA;Europe/Helsinki
417;Helsinki Malmi Airport;Helsinki;Finland;HEM;EFHF;Europe/Helsinki
418;Helsinki Vantaa Airport;Helsinki;Finland;HEL;EFHK;Europe/Helsinki
419;Hameenkyro Airport;Hameenkyro;Finland;NULL;EFHM;Europe/Helsinki
420;Hanko Airport;Hanko;Finland;NULL;EFHN;Europe/Helsinki
421;Hyvinkää Airfield;Hyvinkaa;Finland;HYV;EFHV;Europe/Helsinki
422;Kiikala Airport;Kikala;Finland;NULL;EFIK;Europe/Helsinki
423;Immola Airport;Immola;Finland;NULL;EFIM;Europe/Helsinki
424;Kitee Airport;Kitee;Finland;KTQ;EFIT;Europe/Helsinki
425;Ivalo Airport;Ivalo;Finland;IVL;EFIV;Europe/Helsinki
426;Joensuu Airport;Joensuu;Finland;JOE;EFJO;Europe/Helsinki
427;Jyvaskyla Airport;Jyvaskyla;Finland;JYV;EFJY;Europe/Helsinki
428;Kauhava Airport;Kauhava;Finland;KAU;EFKA;Europe/Helsinki
429;Kemi-Tornio Airport;Kemi;Finland;KEM;EFKE;Europe/Helsinki
430;Kajaani Airport;Kajaani;Finland;KAJ;EFKI;Europe/Helsinki
431;Kauhajoki Airport;Kauhajoki;Finland;KHJ;EFKJ;Europe/Helsinki
432;Kokkola-Pietarsaari Airport;Kruunupyy;Finland;KOK;EFKK;Europe/Helsinki
433;Kemijarvi Airport;Kemijarvi;Finland;NULL;EFKM;Europe/Helsinki
434;Kuusamo Airport;Kuusamo;Finland;KAO;EFKS;Europe/Helsinki
435;Kittilä Airport;Kittila;Finland;KTT;EFKT;Europe/Helsinki
436;Kuopio Airport;Kuopio;Finland;KUO;EFKU;Europe/Helsinki
437;Lahti Vesivehmaa Airport;Vesivehmaa;Finland;QLF;EFLA;Europe/Helsinki
438;Lappeenranta Airport;Lappeenranta;Finland;LPP;EFLP;Europe/Helsinki
439;Mariehamn Airport;Mariehamn;Finland;MHQ;EFMA;Europe/Mariehamn
440;Menkijarvi Airport;Menkijarvi;Finland;NULL;EFME;Europe/Helsinki
441;Mikkeli Airport;Mikkeli;Finland;MIK;EFMI;Europe/Helsinki
442;Nummela Airport;Nummela;Finland;NULL;EFNU;Europe/Helsinki
443;Oulu Airport;Oulu;Finland;OUL;EFOU;Europe/Helsinki
444;Piikajarvi Airport;Piikajarvi;Finland;NULL;EFPI;Europe/Helsinki
445;Pori Airport;Pori;Finland;POR;EFPO;Europe/Helsinki
446;Pudasjärvi Airport;Pudasjarvi;Finland;NULL;EFPU;Europe/Helsinki
447;Pyhäsalmi Airport;Pyhasalmi;Finland;NULL;EFPY;Europe/Helsinki
448;Raahe Pattijoki Airport;Pattijoki;Finland;NULL;EFRH;Europe/Helsinki
449;Rantasalmi Airport;Rantasalmi;Finland;NULL;EFRN;Europe/Helsinki
450;Rovaniemi Airport;Rovaniemi;Finland;RVN;EFRO;Europe/Helsinki
451;Rayskala Airport;Rayskala;Finland;NULL;EFRY;Europe/Helsinki
452;Savonlinna Airport;Savonlinna;Finland;SVL;EFSA;Europe/Helsinki
453;Selanpaa Airport;Selanpaa;Finland;NULL;EFSE;Europe/Helsinki
454;Sodankyla Airport;Sodankyla;Finland;SOT;EFSO;Europe/Helsinki
455;Tampere-Pirkkala Airport;Tampere;Finland;TMP;EFTP;Europe/Helsinki
456;Teisko Airport;Teisko;Finland;NULL;EFTS;Europe/Helsinki
457;Turku Airport;Turku;Finland;TKU;EFTU;Europe/Helsinki
458;Utti Air Base;Utti;Finland;UTI;EFUT;Europe/Helsinki
459;Vaasa Airport;Vaasa;Finland;VAA;EFVA;Europe/Helsinki
460;Varkaus Airport;Varkaus;Finland;VRK;EFVR;Europe/Helsinki
461;Ylivieska Airfield;Ylivieska-raudaskyla;Finland;YLI;EFYL;Europe/Helsinki
462;Belfast International Airport;Belfast;United Kingdom;BFS;EGAA;Europe/London
463;St Angelo Airport;Enniskillen;United Kingdom;ENK;EGAB;Europe/London
464;George Best Belfast City Airport;Belfast;United Kingdom;BHD;EGAC;Europe/London
465;City of Derry Airport;Londonderry;United Kingdom;LDY;EGAE;Europe/London
466;Birmingham International Airport;Birmingham;United Kingdom;BHX;EGBB;Europe/London
467;Coventry Airport;Coventry;United Kingdom;CVT;EGBE;Europe/London
468;Leicester Airport;Leicester;United Kingdom;NULL;EGBG;Europe/London
469;Gloucestershire Airport;Golouchestershire;United Kingdom;GLO;EGBJ;Europe/London
470;Wolverhampton Halfpenny Green Airport;Halfpenny Green;United Kingdom;NULL;EGBO;Europe/London
471;Cotswold Airport;Pailton;United Kingdom;GBA;EGBP;Europe/London
472;Turweston Airport;Turweston;United Kingdom;NULL;EGBT;Europe/London
473;Wellesbourne Mountford Airport;Wellesbourne;United Kingdom;NULL;EGBW;Europe/London
474;Manchester Airport;Manchester;United Kingdom;MAN;EGCC;Europe/London
475;Manchester Woodford Airport;Woodfort;United Kingdom;NULL;EGCD;Europe/London
476;Royal Marines Base Chivenor Airport;Chivenor;United Kingdom;NULL;EGDC;Europe/London
477;Newquay Cornwall Airport;Newquai;United Kingdom;NQY;EGHQ;Europe/London
478;RAF Lyneham;Lyneham;United Kingdom;LYE;EGDL;Europe/London
479;MoD Boscombe Down Airport;Boscombe Down;United Kingdom;NULL;EGDM;Europe/London
480;RNAS Culdrose;Culdrose;United Kingdom;NULL;EGDR;Europe/London
481;MoD St. Athan;St. Athan;United Kingdom;NULL;EGDX;Europe/London
482;RNAS Yeovilton;Yeovilton;United Kingdom;YEO;EGDY;Europe/London
483;Haverfordwest Airport;Haverfordwest;United Kingdom;HAW;EGFE;Europe/London
484;Cardiff International Airport;Cardiff;United Kingdom;CWL;EGFF;Europe/London
485;Swansea Airport;Swansea;United Kingdom;SWS;EGFH;Europe/London
486;Bristol Airport;Bristol;United Kingdom;BRS;EGGD;Europe/London
487;Liverpool John Lennon Airport;Liverpool;United Kingdom;LPL;EGGP;Europe/London
488;London Luton Airport;London;United Kingdom;LTN;EGGW;Europe/London
489;Plymouth City Airport;Plymouth;United Kingdom;PLH;EGHD;Europe/London
490;Bournemouth Airport;Bournemouth;United Kingdom;BOH;EGHH;Europe/London
491;Southampton Airport;Southampton;United Kingdom;SOU;EGHI;Europe/London
492;Lasham Airport;Lasham;United Kingdom;QLA;EGHL;Europe/London
493;Alderney Airport;Alderney;Guernsey;ACI;EGJA;Europe/Guernsey
494;Guernsey Airport;Guernsey;Guernsey;GCI;EGJB;Europe/Guernsey
495;Jersey Airport;Jersey;Jersey;JER;EGJJ;Europe/Jersey
496;Shoreham Airport;Shoreham By Sea;United Kingdom;ESH;EGKA;Europe/London
497;London Biggin Hill Airport;Biggin Hill;United Kingdom;BQH;EGKB;Europe/London
498;London Gatwick Airport;London;United Kingdom;LGW;EGKK;Europe/London
499;London City Airport;London;United Kingdom;LCY;EGLC;Europe/London
500;Farnborough Airport;Farnborough;United Kingdom;FAB;EGLF;Europe/London
501;Chalgrove Airport;Chalsgrove;United Kingdom;NULL;EGLJ;Europe/London
502;Blackbushe Airport;Blackbushe;United Kingdom;BBS;EGLK;Europe/London
503;London Heathrow Airport;London;United Kingdom;LHR;EGLL;Europe/London
504;Southend Airport;Southend;United Kingdom;SEN;EGMC;Europe/London
505;Lydd Airport;Lydd;United Kingdom;LYX;EGMD;Europe/London
506;Kent International Airport;Manston;United Kingdom;MSE;EGMH;Europe/London
507;Brough Airport;Brough;United Kingdom;NULL;EGNB;Europe/London
508;Carlisle Airport;Carlisle;United Kingdom;CAX;EGNC;Europe/London
509;Retford Gamston Airport;Repton;United Kingdom;NULL;EGNE;Europe/London
510;Blackpool International Airport;Blackpool;United Kingdom;BLK;EGNH;Europe/London
511;Humberside Airport;Humberside;United Kingdom;HUY;EGNJ;Europe/London
512;Barrow Walney Island Airport;Barrow Island;United Kingdom;BWF;EGNL;Europe/London
513;Leeds Bradford Airport;Leeds;United Kingdom;LBA;EGNM;Europe/London
514;Warton Airport;Warton;United Kingdom;WRT;EGNO;Europe/London
515;Hawarden Airport;Hawarden;United Kingdom;CEG;EGNR;Europe/London
516;Isle of Man Airport;Isle Of Man;Isle of Man;IOM;EGNS;Europe/Isle_of_Man
517;Newcastle Airport;Newcastle;United Kingdom;NCL;EGNT;Europe/London
518;Durham Tees Valley Airport;Teesside;United Kingdom;MME;EGNV;Europe/London
519;East Midlands Airport;East Midlands;United Kingdom;EMA;EGNX;Europe/London
520;Llanbedr Airport;Llanbedr;United Kingdom;NULL;EGOD;Europe/London
521;RAF Ternhill;Ternhill;United Kingdom;NULL;EGOE;Europe/London
522;RAF Shawbury;Shawbury;United Kingdom;NULL;EGOS;Europe/London
523;RAF Woodvale;Woodvale;United Kingdom;NULL;EGOW;Europe/London
524;Kirkwall Airport;Kirkwall;United Kingdom;KOI;EGPA;Europe/London
525;Sumburgh Airport;Sumburgh;United Kingdom;LSI;EGPB;Europe/London
526;Wick Airport;Wick;United Kingdom;WIC;EGPC;Europe/London
527;Aberdeen Dyce Airport;Aberdeen;United Kingdom;ABZ;EGPD;Europe/London
528;Inverness Airport;Inverness;United Kingdom;INV;EGPE;Europe/London
529;Glasgow International Airport;Glasgow;United Kingdom;GLA;EGPF;Europe/London
530;Edinburgh Airport;Edinburgh;United Kingdom;EDI;EGPH;Europe/London
531;Islay Airport;Islay;United Kingdom;ILY;EGPI;Europe/London
532;Glasgow Prestwick Airport;Prestwick;United Kingdom;PIK;EGPK;Europe/London
533;Benbecula Airport;Benbecula;United Kingdom;BEB;EGPL;Europe/London
534;Scatsta Airport;Scatsta;United Kingdom;SCS;EGPM;Europe/London
535;Dundee Airport;Dundee;United Kingdom;DND;EGPN;Europe/London
536;Stornoway Airport;Stornoway;United Kingdom;SYY;EGPO;Europe/London
537;Tiree Airport;Tiree;United Kingdom;TRE;EGPU;Europe/London
538;RAF Leuchars;Leuchars;United Kingdom;ADX;EGQL;Europe/London
539;RAF Lossiemouth;Lossiemouth;United Kingdom;LMO;EGQS;Europe/London
540;Cambridge Airport;Cambridge;United Kingdom;CBG;EGSC;Europe/London
541;Peterborough Business Airport;Peterborough;United Kingdom;NULL;EGSF;Europe/London
542;Norwich International Airport;Norwich;United Kingdom;NWI;EGSH;Europe/London
543;London Stansted Airport;London;United Kingdom;STN;EGSS;Europe/London
544;North Weald Airport;North Weald;United Kingdom;NULL;EGSX;Europe/London
545;Sheffield City Heliport;Fowlmere;United Kingdom;NULL;EGSY;Europe/London
546;Cranfield Airport;Cranfield;United Kingdom;NULL;EGTC;Europe/London
547;Exeter International Airport;Exeter;United Kingdom;EXT;EGTE;Europe/London
548;Bristol Filton Airport;Bristol;United Kingdom;FZO;EGTG;Europe/London
549;Oxford (Kidlington) Airport;Oxford;United Kingdom;OXF;EGTK;Europe/London
550;RAF Benson;Benson;United Kingdom;BEX;EGUB;Europe/London
551;RAF Lakenheath;Lakenheath;United Kingdom;LKZ;EGUL;Europe/London
552;RAF Mildenhall;Mildenhall;United Kingdom;MHZ;EGUN;Europe/London
553;RAF Wattisham;Wattisham;United Kingdom;NULL;EGUW;Europe/London
554;RAF Wyton;Wyton;United Kingdom;QUY;EGUY;Europe/London
555;RAF Fairford;Fairford;United Kingdom;FFD;EGVA;Europe/London
556;RAF Brize Norton;Brize Norton;United Kingdom;BZZ;EGVN;Europe/London
557;RAF Odiham;Odiham;United Kingdom;ODH;EGVO;Europe/London
558;DCAE Cosford Air Base;Cosford;United Kingdom;NULL;EGWC;Europe/London
559;RAF Northolt;Northolt;United Kingdom;NHT;EGWU;Europe/London
560;RAF Coningsby;Coningsby;United Kingdom;QCY;EGXC;Europe/London
561;RAF Dishforth;Dishforth;United Kingdom;NULL;EGXD;Europe/London
562;Leeming Airport;Leeming;United Kingdom;NULL;EGXE;Europe/London
563;Leeds East Airport;Church Fenton;United Kingdom;NULL;EGXG;Europe/London
564;RAF Honington;Honington;United Kingdom;BEQ;EGXH;Europe/London
565;RAF Cottesmore;Cottesmore;United Kingdom;NULL;EGXJ;Europe/London
566;RAF Scampton;Scampton;United Kingdom;SQZ;EGXP;Europe/London
567;RAF Wittering;Wittering;United Kingdom;NULL;EGXT;Europe/London
568;RAF Linton-On-Ouse;Linton-on-ouse;United Kingdom;HRT;EGXU;Europe/London
569;RAF Waddington;Waddington;United Kingdom;WTN;EGXW;Europe/London
570;RAF Topcliffe;Topcliffe;United Kingdom;NULL;EGXZ;Europe/London
571;RAF Cranwell;Cranwell;United Kingdom;NULL;EGYD;Europe/London
572;RAF Barkston Heath;Barkston Heath;United Kingdom;NULL;EGYE;Europe/London
573;RAF Marham;Marham;United Kingdom;KNF;EGYM;Europe/London
574;Mount Pleasant Airport;Mount Pleasant;Falkland Islands;MPN;EGYP;Atlantic/Stanley
575;Amsterdam Airport Schiphol;Amsterdam;Netherlands;AMS;EHAM;Europe/Amsterdam
576;Budel Airfield Kempen;Weert;Netherlands;NULL;EHBD;Europe/Amsterdam
577;Maastricht Aachen Airport;Maastricht;Netherlands;MST;EHBK;Europe/Amsterdam
578;Deelen Air Base;Deelen;Netherlands;NULL;EHDL;Europe/Amsterdam
579;Drachten Airport;Drachten;Netherlands;NULL;EHDR;Europe/Amsterdam
580;Eindhoven Airport;Eindhoven;Netherlands;EIN;EHEH;Europe/Amsterdam
581;Eelde Airport;Groningen;Netherlands;GRQ;EHGG;Europe/Amsterdam
582;Gilze Rijen Air Base;Gilze-rijen;Netherlands;GLZ;EHGR;Europe/Amsterdam
583;De Kooy Airport;De Kooy;Netherlands;DHR;EHKD;Europe/Amsterdam
584;Lelystad Airport;Lelystad;Netherlands;LEY;EHLE;Europe/Amsterdam
585;Leeuwarden Air Base;Leeuwarden;Netherlands;LWR;EHLW;Europe/Amsterdam
586;Rotterdam The Hague Airport;Rotterdam;Netherlands;RTM;EHRD;Europe/Amsterdam
587;Soesterberg Air Base;Soesterberg;Netherlands;UTC;EHSB;Europe/Amsterdam
588;Twente Airport;Enschede;Netherlands;ENS;EHTW;Europe/Amsterdam
589;Valkenburg Naval Air Base;Valkenburg;Netherlands;LID;EHVB;Europe/Amsterdam
590;Woensdrecht Air Base;Woensdrecht;Netherlands;WOE;EHWO;Europe/Amsterdam
591;Cork Airport;Cork;Ireland;ORK;EICK;Europe/Dublin
592;Galway Airport;Galway;Ireland;GWY;EICM;Europe/Dublin
593;Dublin Airport;Dublin;Ireland;DUB;EIDW;Europe/Dublin
594;Ireland West Knock Airport;Connaught;Ireland;NOC;EIKN;Europe/Dublin
595;Kerry Airport;Kerry;Ireland;KIR;EIKY;Europe/Dublin
596;Casement Air Base;Casement;Ireland;NULL;EIME;Europe/Dublin
597;Shannon Airport;Shannon;Ireland;SNN;EINN;Europe/Dublin
598;Sligo Airport;Sligo;Ireland;SXL;EISG;Europe/Dublin
599;Waterford Airport;Waterford;Ireland;WAT;EIWF;Europe/Dublin
600;Aarhus Airport;Aarhus;Denmark;AAR;EKAH;Europe/Copenhagen
601;Billund Airport;Billund;Denmark;BLL;EKBI;Europe/Copenhagen
602;Copenhagen Kastrup Airport;Copenhagen;Denmark;CPH;EKCH;Europe/Copenhagen
603;Esbjerg Airport;Esbjerg;Denmark;EBJ;EKEB;Europe/Copenhagen
604;Grønholt Hillerød Airport;Gronholt;Denmark;NULL;EKGH;Europe/Copenhagen
605;Karup Airport;Karup;Denmark;KRP;EKKA;Europe/Copenhagen
606;Læsø Airport;Laeso;Denmark;BYR;EKLS;Europe/Copenhagen
607;Lolland Falster Maribo Airport;Maribo;Denmark;MRW;EKMB;Europe/Copenhagen
608;Odense Airport;Odense;Denmark;ODE;EKOD;Europe/Copenhagen
609;Kruså-Padborg Airport;Krusa-padborg;Denmark;NULL;EKPB;Europe/Copenhagen
610;Copenhagen Roskilde Airport;Copenhagen;Denmark;RKE;EKRK;Europe/Copenhagen
611;Bornholm Airport;Ronne;Denmark;RNN;EKRN;Europe/Copenhagen
612;Sønderborg Airport;Soenderborg;Denmark;SGD;EKSB;Europe/Copenhagen
613;Skrydstrup Air Base;Skrydstrup;Denmark;SKS;EKSP;Europe/Copenhagen
614;Skive Airport;Skive;Denmark;SQW;EKSV;Europe/Copenhagen
615;Thisted Airport;Thisted;Denmark;TED;EKTS;Europe/Copenhagen
616;Kolding Vamdrup Airfield;Kolding;Denmark;NULL;EKVD;Europe/Copenhagen
617;Vagar Airport;Vagar;Faroe Islands;FAE;EKVG;Atlantic/Faeroe
618;Vesthimmerlands Flyveplads;Vesthimmerland;Denmark;NULL;EKVH;Europe/Copenhagen
619;Stauning Airport;Stauning;Denmark;STA;EKVJ;Europe/Copenhagen
620;Aalborg Airport;Aalborg;Denmark;AAL;EKYT;Europe/Copenhagen
621;Luxembourg-Findel International Airport;Luxemburg;Luxembourg;LUX;ELLX;Europe/Luxembourg
622;Ålesund Airport;Alesund;Norway;AES;ENAL;Europe/Oslo
623;Andøya Airport;Andoya;Norway;ANX;ENAN;Europe/Oslo
624;Alta Airport;Alta;Norway;ALF;ENAT;Europe/Oslo
625;Bømoen Airport;Voss;Norway;NULL;ENBM;Europe/Oslo
626;Brønnøysund Airport;Bronnoysund;Norway;BNN;ENBN;Europe/Oslo
627;Bodø Airport;Bodo;Norway;BOO;ENBO;Europe/Oslo
628;Bergen Airport Flesland;Bergen;Norway;BGO;ENBR;Europe/Oslo
629;Båtsfjord Airport;Batsfjord;Norway;BJF;ENBS;Europe/Oslo
630;Kristiansand Airport;Kristiansand;Norway;KRS;ENCN;Europe/Oslo
631;Geilo Airport Dagali;Geilo;Norway;DLD;ENDI;Europe/Oslo
632;Bardufoss Airport;Bardufoss;Norway;BDU;ENDU;Europe/Oslo
633;Harstad/Narvik Airport, Evenes;Harstad/Narvik;Norway;EVE;ENEV;Europe/Oslo
634;Leirin Airport;Fagernes;Norway;VDB;ENFG;Europe/Oslo
635;Florø Airport;Floro;Norway;FRO;ENFL;Europe/Oslo
636;Oslo Lufthavn;Oslo;Norway;OSL;ENGM;Europe/Oslo
637;Haugesund Airport;Haugesund;Norway;HAU;ENHD;Europe/Oslo
638;Hasvik Airport;Hasvik;Norway;HAA;ENHK;Europe/Oslo
639;Kristiansund Airport (Kvernberget);Kristiansund;Norway;KSU;ENKB;Europe/Oslo
640;Kjeller Airport;Kjeller;Norway;NULL;ENKJ;Europe/Oslo
641;Kirkenes Airport (Høybuktmoen);Kirkenes;Norway;KKN;ENKR;Europe/Oslo
642;Lista Airport;Farsund;Norway;FAN;ENLI;Europe/Oslo
643;Molde Airport;Molde;Norway;MOL;ENML;Europe/Oslo
644;Mosjøen Airport (Kjærstad);Mosjoen;Norway;MJF;ENMS;Europe/Oslo
645;Banak Airport;Lakselv;Norway;LKL;ENNA;Europe/Oslo
646;Notodden Airport;Notodden;Norway;NTB;ENNO;Europe/Oslo
647;Ørland Airport;Orland;Norway;OLA;ENOL;Europe/Oslo
648;Røros Airport;Roros;Norway;RRS;ENRO;Europe/Oslo
649;Moss Airport, Rygge;Rygge;Norway;RYG;ENRY;Europe/Oslo
650;Svalbard Airport, Longyear;Svalbard;Norway;LYR;ENSB;Arctic/Longyearbyen
651;Skien Airport;Skien;Norway;SKE;ENSN;Europe/Oslo
652;Stord Airport;Stord;Norway;SRP;ENSO;Europe/Oslo
653;Sandnessjøen Airport (Stokka);Sandnessjoen;Norway;SSJ;ENST;Europe/Oslo
654;Tromsø Airport,;Tromso;Norway;TOS;ENTC;Europe/Oslo
655;Sandefjord Airport, Torp;Sandefjord;Norway;TRF;ENTO;Europe/Oslo
656;Trondheim Airport Værnes;Trondheim;Norway;TRD;ENVA;Europe/Oslo
657;Stavanger Airport Sola;Stavanger;Norway;SVG;ENZV;Europe/Oslo
